coarse;fine;english;indo
DESC;def;What is Head Start ?;Apa itu Head Start?
DESC;def;What does Venus Retrograde mean ?;Apa yang dimaksud dengan Venus Retrograde?
DESC;def;What is commonly considered the fifth sense ?;Apa yang biasanya dianggap sebagai indra kelima?
DESC;def;What is a bourdon tube ?;Apa itu tabung bourdon?
DESC;def;What are liver enzymes ?;Apa itu enzim hati?
DESC;def;What is ethology ?;Apa itu etologi?
DESC;def;What is a virtual IP address ?;Apa itu alamat IP virtual?
DESC;def;What category does the color pink denote in the Trivial Pursuit Baby Boomer Edition ?;Kategori apa yang ditunjukkan oleh warna merah muda dalam Trivial Pursuit Baby Boomer Edition?
DESC;def;What is God ?;Apa itu Tuhan?
DESC;def;What is the chemiosmotic theory ?;Apa teori chemiosmotic?
DESC;def;What 's the meaning of UOL ?;Apa arti dari UOL?
DESC;def;What is the definition of  chancery  file in real estate ?;Apa definisi file kanselir dalam real estat?
DESC;def;What is titanium ?;Apa itu titanium?
DESC;def;What is Eagle 's syndrome styloid process ?;Apa itu proses styloid sindrom Eagle?
DESC;def;What is diabetes ?;Apa itu diabetes?
DESC;def;What is a neurosurgeon ?;Apa itu ahli bedah saraf?
DESC;def;What is cache memory ?;Apa itu memori cache?
DESC;def;What does e=mc2 mean ?;Apa yang dimaksud dengan e = mc2?
DESC;def;What is artificial intelligence ?;Apa itu kecerdasan buatan?
DESC;def;What are amphibians ?;Apa itu amfibi?
DESC;def;What is meant by the term  yield to maturity  in reference to bonds ?;Apa yang dimaksud dengan istilah yield to maturity mengacu pada obligasi?
DESC;def;What is meant by blood SED rate ?;Apa yang dimaksud dengan tingkat SED darah?
DESC;def;What 's the meaning of the zoological term ruminant ?;Apa arti dari istilah zoologi ruminansia?
DESC;def;What is a courier ?;Apa itu kurir?
DESC;def;What is the hair style called that new military recruits receive ?;Seperti apa gaya rambut yang diterima oleh anggota baru militer?
DESC;def;What does storm wave mean in Japanese ?;Apa arti gelombang badai dalam bahasa Jepang?
DESC;def;What does the name Billie mean ?;Apa arti nama Billie?
DESC;def;What is June 's birthstone ?;Apa itu batu kelahiran Juni?
DESC;def;What is a gas release event ?;Apa itu acara pelepasan gas?
DESC;desc;What is the difference between a generator and an alternator ?;Apa perbedaan antara generator dan alternator?
DESC;desc;What 's the difference between sleet and freezing rain ?;Apa perbedaan antara hujan es dan hujan beku?
DESC;desc;What is the origin of the surname of Braun ?;Apa asal mula nama keluarga Braun?
DESC;desc;What do you do when your mouse is n't working as fast as it 's supposed to ?;Apa yang Anda lakukan saat mouse Anda tidak berfungsi secepat yang seharusnya?
DESC;desc;What was unusual about Alexandra 's appearance in Josie and the Pussycats ?;Apa yang tidak biasa tentang penampilan Alexandra di Josie and the Pussycats?
DESC;desc;Where did the term  86  come from ?;Dari mana datangnya istilah 86?
DESC;desc;What are you hearing when you put a seashell to your ear ?;Apa yang Anda dengar saat menaruh kerang di telinga?
DESC;desc;What was the outcome of the 1945 Yalta Conference ?;Apa hasil dari Konferensi Yalta 1945?
DESC;desc;What is the origin of the name ` Scarlett ' ?;Apa asal usul nama `Scarlett '?
DESC;desc;What 's the mystery of the Bermuda Triangle ?;Apa misteri Segitiga Bermuda?
DESC;desc;What information can you get me on Fairground Park in St. Louis;Informasi apa yang bisa Anda dapatkan di Fairground Park di St. Louis
DESC;desc;Where do chihuahuas come from ?;Dari mana chihuahua berasal?
DESC;desc;What are the major differences in the Catholic and Methodist religions ?;Apa perbedaan utama dalam agama Katolik dan Metodis?
DESC;desc;What happened in the Long March ?;Apa yang terjadi di Long March?
DESC;desc;What is the history of  the toast  ?;Bagaimana sejarah roti bakar?
DESC;desc;What baseball expression came from the nautical term for ships sailing between the Atlantic and Pacific before the Panama Canal ?;Apa ungkapan bisbol berasal dari istilah bahari untuk kapal yang berlayar antara Atlantik dan Pasifik sebelum Terusan Panama?
DESC;desc;What did John F. Kennedy consider his greatest blunder in office ?;Apa yang John F. Kennedy anggap sebagai kesalahan terbesarnya di kantor?
DESC;desc;What should you yell to hail a taxi in Madrid ?;Apa yang harus Anda berteriak memanggil taksi di Madrid?
DESC;desc;What is the difference between jazz and blues ?;Apa perbedaan antara jazz dan blues?
DESC;desc;What is the difference between a classical and an acoustic guitar ?;Apa perbedaan antara gitar klasik dan akustik?
DESC;desc;What is the difference between a median and a mean ?;Apa perbedaan antara median dan mean?
DESC;desc;What is the song Stairway to Heaven by Led Zeppelin about ?;Tentang apakah lagu Stairway to Heaven oleh Led Zeppelin?
DESC;desc;What is the origin of the peace symbol ?;Apa asal usul simbol perdamaian?
DESC;desc;What are some fun things to do in Cozumel , Mexico for teenagers ?;Apa saja hal menyenangkan yang bisa dilakukan di Cozumel, Meksiko untuk remaja?
DESC;desc;What is he doing now ?;Apa yang sedang dia lakukan sekarang?
DESC;desc;What are Christopher Marlowe 's and Shakespeare 's literary contributions to English literature ?;Apa kontribusi sastra Christopher Marlowe dan Shakespeare terhadap sastra Inggris?
DESC;desc;What happens when a body part falls asleep ?;Apa yang terjadi ketika bagian tubuh tertidur?
DESC;desc;What are the environmental influences on plant genetics ?;Apa pengaruh lingkungan pada genetika tanaman?
DESC;desc;What is the difference between Neoclassical art and Romanticism art ?;Apa perbedaan antara seni Neoklasik dan seni Romantisisme?
DESC;desc;What do Christian Scientists believe in ?;Apa yang dipercaya oleh Para Ilmuwan Kristen?
DESC;desc;What do Caroll Baker , Tammy Grimes , Debbie Reynolds , and Judy Garland all have in common ?;Apa kesamaan yang dimiliki oleh Caroll Baker, Tammy Grimes, Debbie Reynolds, dan Judy Garland?
DESC;desc;What 's the last line of Dickens 's A Christmas Carol ?;Apa baris terakhir dari Dickens's A Christmas Carol?
DESC;desc;What must a Las Vegas blackjack dealer do when he reaches 16 ?;Apa yang harus dilakukan dealer blackjack Las Vegas ketika dia mencapai usia 16?
DESC;desc;What do I need to do to take my dog with me to live in Dominica , West Indies for a year ?;Apa yang harus saya lakukan untuk membawa anjing saya tinggal di Dominika, Hindia Barat selama setahun?
DESC;desc;What are some interesting facts and information about dogsledding ?;Apa saja fakta dan informasi menarik tentang dogledding?
DESC;desc;What do I need to learn to design web pages ?;Apa yang perlu saya pelajari untuk mendesain halaman web?
DESC;desc;What is the secret of the universe ?;Apa rahasia alam semesta?
DESC;desc;Where did marijuana come from ?;Dari mana datangnya ganja?
DESC;desc;What effects do nitrates have on the environment ?;Apa efek nitrat terhadap lingkungan?
DESC;desc;What will happen when sodium is put in water ?;Apa yang akan terjadi ketika natrium dimasukkan ke dalam air?
DESC;desc;What is the origin of the first name ` Breony ' ?;Apa asal nama pertama `Breony '?
DESC;desc;What are the requirements for becoming a citizen of Australia ?;Apa persyaratan untuk menjadi warga negara Australia?
DESC;desc;What is the difference between a fruit and a vegetable ?;Apa perbedaan antara buah dan sayuran?
DESC;desc;What is the origin of the midwest slang , ` you 're darn tootin ' ?;Apa asal usul bahasa gaul midwest, `you are darn tootin '?
DESC;desc;What happened to Moon Maiden ?;Apa yang terjadi dengan Moon Maiden?
DESC;desc;What did John Hinckley do to impress Jodie Foster ?;Apa yang dilakukan John Hinckley untuk mengesankan Jodie Foster?
DESC;desc;What ever happened to the once popular Yale Lock Company ?;Apa yang terjadi dengan Yale Lock Company yang dulu populer?
DESC;desc;What did Delilah do to Samson 's hair ?;Apa yang dilakukan Delilah terhadap rambut Samson?
DESC;desc;What is the daily requirement of folic acid for an expectant mother ?;Berapa kebutuhan asam folat harian untuk ibu hamil?
DESC;desc;What steps can be taken to prevent diabetes ?;Langkah apa yang bisa diambil untuk mencegah diabetes?
DESC;desc;What 's the difference and advantages of selecting a Super VHS VCR over plain VHS model ?;Apa perbedaan dan kelebihan memilih VCR Super VHS dibandingkan model VHS biasa?
DESC;desc;What is the difference between college and graduate school ?;Apa perbedaan antara sekolah tinggi dan sekolah pascasarjana?
DESC;desc;What do economists do ?;Apa yang dilakukan para ekonom?
DESC;desc;What does an emperor do ?;Apa yang dilakukan seorang kaisar?
DESC;desc;What happened to Phillip Taylor Kramer ?;Apa yang terjadi dengan Phillip Taylor Kramer?
DESC;manner;How do birds have sex ?;Bagaimana burung berhubungan seks?
DESC;manner;How do you pronounce  Tzimisce  ?;Bagaimana Anda mengucapkan Tzimisce?
DESC;manner;How can I easily remove red wine stains from t-shirts ?;Bagaimana saya bisa dengan mudah menghilangkan noda anggur merah dari kaos?
DESC;manner;How do you tell your parents you are dating an older man ?;Bagaimana Anda memberi tahu orang tua bahwa Anda berkencan dengan pria yang lebih tua?
DESC;manner;How do you make a paintball ?;Bagaimana Anda membuat paintball?
DESC;manner;How do clouds form ?;Bagaimana awan terbentuk?
DESC;manner;How do I install a tile floor ?;Bagaimana cara memasang lantai ubin?
DESC;manner;How can I find out how much income tax is paid on Social Security income on the 1998 income tax ?;Bagaimana saya bisa mengetahui berapa banyak pajak penghasilan yang dibayarkan atas pendapatan Jaminan Sosial atas pajak penghasilan tahun 1998?
DESC;manner;How do you address a Chinese person ?;Bagaimana Anda berbicara dengan orang Cina?
DESC;manner;How do I impress a guy ?;Bagaimana cara mengesankan pria?
DESC;manner;How do you look up criminal records on the Internet ?;Bagaimana Anda mencari catatan kriminal di Internet?
DESC;manner;How is the element strontium purified ?;Bagaimana elemen strontium dimurnikan?
DESC;manner;How did the war of 1812 affect Delaware ?;Bagaimana perang tahun 1812 memengaruhi Delaware?
DESC;manner;How do you become a dentist ?;Bagaimana Anda menjadi dokter gigi?
DESC;manner;How can someone become a federal agent ?;Bagaimana seseorang bisa menjadi agen federal?
DESC;manner;How does Belle describe her life in Beauty and the Beast ?;Bagaimana Belle menggambarkan hidupnya di Beauty and the Beast?
DESC;manner;How can you be happy ?;Bagaimana kamu bisa bahagia?
DESC;manner;How do you send a movie transcript to Hollywood so that it can be produced into a film ?;Bagaimana Anda mengirim transkrip film ke Hollywood sehingga dapat diproduksi menjadi film?
DESC;manner;How did the jack-o '-lantern get it 's name ?;Bagaimana jack-o '-lantern mendapatkan nama itu?
DESC;manner;How is Easter Sunday 's date determined ?;Bagaimana tanggal Minggu Paskah ditentukan?
DESC;manner;How do you select wine ?;Bagaimana Anda memilih anggur?
DESC;manner;How can I find a phone number of someone if I only know their email address ?;Bagaimana saya bisa menemukan nomor telepon seseorang jika saya hanya tahu alamat emailnya?
DESC;manner;How is water treated to make it safe to drink ?;Bagaimana air diolah agar aman untuk diminum?
DESC;manner;How do you write MLA style bibliographies for an Internet source ?;Bagaimana Anda menulis bibliografi gaya MLA untuk sumber Internet?
DESC;manner;How did serfdom develop in and then leave Russia ?;Bagaimana perbudakan berkembang dan kemudian meninggalkan Rusia?
DESC;manner;How does salt melt ice and snow ?;Bagaimana garam mencairkan es dan salju?
DESC;manner;How do you reference a website ?;Bagaimana Anda mereferensikan situs web?
DESC;manner;How do I e-mail someone at aol.com from yahoo.com ?;Bagaimana cara mengirim email kepada seseorang di aol.com dari yahoo.com?
DESC;manner;How do you find oxidation numbers ?;Bagaimana Anda menemukan bilangan oksidasi?
DESC;manner;How do I register a trade name in North Carolina ?;Bagaimana cara mendaftarkan nama dagang di North Carolina?
DESC;manner;How can I find a list of celebrities ' real names ?;Bagaimana saya bisa menemukan daftar nama asli selebritas?
DESC;manner;How do you clean up a cache ?;Bagaimana Anda membersihkan cache?
DESC;manner;How can you prevent it ?;Bagaimana Anda bisa mencegahnya?
DESC;manner;How do I change a file from an ART file to a JPEG or Bitmap file ?;Bagaimana cara mengubah file dari file ART ke file JPEG atau Bitmap?
DESC;manner;How do you correctly say the word ` qigong ' ?;Bagaimana Anda mengucapkan kata 'qigong' dengan benar?
DESC;manner;How is the new Ford Econoline van F25 V1 engine ?;Bagaimana mesin Ford Econoline van F25 V1 yang baru?
DESC;manner;How you can raise your IQ ?;Bagaimana Anda bisa meningkatkan IQ Anda?
DESC;manner;How do windmills work ?;Bagaimana cara kerja kincir angin?
DESC;manner;How do chickens have baby chicks ?;Bagaimana ayam memiliki anak ayam?
DESC;manner;How do I find info about rice importers in the world ?;Bagaimana saya menemukan info tentang importir beras di dunia?
DESC;manner;How do you tell somebody you like them ?;Bagaimana Anda memberi tahu seseorang bahwa Anda menyukainya?
DESC;manner;How can anyone tell if a female had sexual intercourse ?;Bagaimana orang bisa tahu jika seorang wanita melakukan hubungan seksual?
DESC;manner;How do you ask a total stranger out on a date ?;Bagaimana Anda mengajak orang asing keluar berkencan?
DESC;manner;How do they raise the cranes when building high-rise buildings ?;Bagaimana mereka mengangkat crane ketika membangun gedung-gedung bertingkat tinggi?
DESC;manner;How do they find or choose witnesses to an execution ?;Bagaimana mereka menemukan atau memilih saksi untuk eksekusi?
DESC;manner;How can I find out which cities have cable-modem access ?;Bagaimana saya bisa mengetahui kota mana saja yang memiliki akses modem kabel?
DESC;manner;How do I get another city 's newspaper ?;Bagaimana saya mendapatkan koran kota lain?
DESC;manner;How do storms form ?;Bagaimana badai terbentuk?
DESC;manner;How do I sing like Elvis Presley ?;Bagaimana cara saya bernyanyi seperti Elvis Presley?
DESC;manner;How does Zatanna perform her magic in DC comics ?;Bagaimana Zatanna melakukan sihirnya dalam komik DC?
DESC;manner;How does a glacier form ?;Bagaimana bentuk gletser?
DESC;manner;How is the election of a new Pope announced to the world ?;Bagaimana pemilihan Paus baru diumumkan ke dunia?
DESC;manner;How did Rocky Marciano die ?;Bagaimana Rocky Marciano mati?
DESC;manner;How do you determine if a computer monitor has an SVGA adapter ?;Bagaimana Anda menentukan apakah monitor komputer memiliki adaptor SVGA?
DESC;manner;How does light travel through the void of space if there is no medium for it to ` wave ' or ` pulse ' .;Bagaimana cahaya melewati ruang kosong jika tidak ada media untuk 'gelombang' atau 'pulsa'.
DESC;reason;What is the cause of endangered species ?;Apa penyebab spesies yang terancam punah?
DESC;reason;What were the causes of the Civil War ?;Apa penyebab Perang Saudara?
DESC;reason;Why were people recruited for the Vietnam War ?;Mengapa orang-orang direkrut untuk Perang Vietnam?
DESC;reason;What is the function of the appendix ?;Apa fungsi dari lampiran?
DESC;reason;What caused the division between the Anglicans and the Vatican ?;Apa yang menyebabkan perpecahan antara Anglikan dan Vatikan?
DESC;reason;What caused the Lynmouth floods ?;Apa yang menyebabkan banjir Lynmouth?
DESC;reason;Why do some people have two different color eyes ?;Mengapa beberapa orang memiliki dua mata warna yang berbeda?
DESC;reason;What 's the claim to fame of night watchman Frank Wills ?;Apa klaim ketenaran penjaga malam, Frank Wills?
DESC;reason;What causes rust ?;Apa yang menyebabkan karat?
DESC;reason;What causes pneumonia ?;Apa yang menyebabkan pneumonia?
DESC;reason;Why did Egyptians shave their eyebrows ?;Mengapa orang Mesir mencukur alis mereka?
DESC;reason;What was the claim to fame of Explorer I , launched February 1 , 1958 ?;Apa klaim ketenaran dari Explorer I, yang diluncurkan 1 Februari 1958?
DESC;reason;What are the most common causes of death in the U.S. ?;Apa penyebab kematian paling umum di AS?
DESC;reason;What causes asthma ?;Apa yang menyebabkan asma?
DESC;reason;Why does a candle go out when we blow on it ?;Mengapa lilin padam saat kita meniupnya?
DESC;reason;Why are there olives in martinis ?;Mengapa ada buah zaitun di martini?
DESC;reason;What made Jane Goodall famous ?;Apa yang membuat Jane Goodall terkenal?
DESC;reason;Why was Muhammad Ali stripped of his title and barred from boxing in 1967 ?;Mengapa Muhammad Ali dicopot dari gelarnya dan dilarang bertinju pada tahun 1967?
DESC;reason;What causes an earthquake ?;Apa yang menyebabkan gempa bumi?
DESC;reason;What are the factors leading to the high teen pregnancy rate in Spartanburg , South Carolina ?;Apa faktor yang menyebabkan tingginya angka kehamilan remaja di Spartanburg, South Carolina?
DESC;reason;What is in baby powder and baby lotion that makes it smell the way it does ?;Apa yang ada dalam bedak bayi dan lotion bayi yang membuatnya berbau seperti itu?
DESC;reason;Why can 't ostriches fly ?;Mengapa burung unta tidak bisa terbang?
DESC;reason;Why do many Native American students not complete college ?;Mengapa banyak siswa asli Amerika tidak menyelesaikan kuliah?
DESC;reason;Why is Chicago named Chicago ?;Mengapa Chicago bernama Chicago?
DESC;reason;Give a reason for American Indians oftentimes dropping out of school .;Berikan alasan mengapa orang Indian Amerika sering putus sekolah.
DESC;reason;What is the function of RAM ?;Apa fungsi RAM?
DESC;reason;Why are there 12 people on a jury in criminal cases ?;Mengapa ada 12 orang yang menjadi juri dalam kasus kriminal?
DESC;reason;Why do oceans contain salt water instead of fresh water ?;Mengapa lautan mengandung air asin dan bukannya air tawar?
DESC;reason;What is the purpose of the SysRq key on my computer keyboard ?;Apa tujuan dari tombol SysRq pada keyboard komputer saya?
DESC;reason;Why do people shake hands to show friendliness ?;Mengapa orang berjabat tangan untuk menunjukkan keramahan?
DESC;reason;What caused the death of Bob Marley ?;Apa yang menyebabkan kematian Bob Marley?
DESC;reason;What causes a person to have constantly sweaty hands and feet ?;Apa yang menyebabkan seseorang memiliki tangan dan kaki yang selalu berkeringat?
DESC;reason;What is Archimedes famous for ?;Apa yang terkenal dengan Archimedes?
DESC;reason;What makes a tornado turn ?;Apa yang membuat tornado berputar?
DESC;reason;Why does the sun shine only a short time in Alaska ?;Mengapa matahari bersinar hanya dalam waktu singkat di Alaska?
DESC;reason;How come a doughnut has a hole in it ?;Kenapa donat punya lubang di dalamnya?
DESC;reason;What causes tuberculosis ?;Apa yang menyebabkan TBC?
DESC;reason;What causes someone to be ticklish ?;Apa yang menyebabkan seseorang geli?
DESC;reason;What problems contributed to the high failure rate of Plains farmers in the 1800s ?;Masalah apa yang menyebabkan tingginya tingkat kegagalan petani Plains di tahun 1800-an?
DESC;reason;Why are the U.S. presidential elections held in November ?;Mengapa pemilihan presiden AS diadakan pada bulan November?
DESC;reason;Why is hockey so violent ?;Mengapa hoki sangat kejam?
DESC;reason;Why do horseshoes bring luck ?;Mengapa sepatu kuda membawa keberuntungan?
DESC;reason;What function does homeostasis have on the existence of an organism ?;Fungsi apa yang dimiliki homeostasis pada keberadaan suatu organisme?
DESC;reason;Why do some clothing labels say  Use a nonchlorine bleach  ?;Mengapa beberapa label pakaian mengatakan Gunakan pemutih nonklorin?
DESC;reason;What causes the body to shiver in cold temperatures ?;Apa yang menyebabkan tubuh menggigil dalam suhu dingin?
DESC;reason;Why was Washington , DC originally called District of Columbia ?;Mengapa Washington, DC awalnya disebut Distrik Columbia?
DESC;reason;Why is Microsoft 's Windows 3 software so successful ?;Mengapa perangkat lunak Microsoft Windows 3 begitu sukses?
DESC;reason;What is Garry Kasparov famous for ?;Apa yang terkenal dengan Garry Kasparov?
DESC;reason;Why does it snow ?;Mengapa salju turun?
DESC;reason;Why was the L.A. office of Shea and Gould closed ?;Mengapa kantor LA Shea dan Gould tutup?
DESC;reason;What are the medical purposes of  clitoridectomy  ?;Apa tujuan medis dari klitoridektomi?
DESC;reason;What makes you fat ?;Apa yang membuatmu gemuk?
DESC;reason;Why do girls have to wear training bras ?;Mengapa perempuan harus memakai bra pelatihan?
DESC;reason;Why do rooftops give off steam after a big rainstorm ?;Mengapa atap rumah mengeluarkan uap setelah badai besar?
DESC;reason;What caused the Titanic to sink ?;Apa yang menyebabkan Titanic tenggelam?
ENTY;animal;What animal has the biggest eyes ?;Hewan apa yang memiliki mata terbesar?
ENTY;animal;What animal migrates the farthest ?;Hewan apa yang bermigrasi paling jauh?
ENTY;animal;What is the West Virginia state animal ?;Apa binatang negara bagian Virginia Barat?
ENTY;animal;What kind of animals were in the Paleozoic era ?;Hewan seperti apa yang ada di era Paleozoikum?
ENTY;animal;What animal has the best hearing ?;Hewan apa yang memiliki pendengaran terbaik?
ENTY;animal;What type of animal is the easiest kept pet there is ?;Apa jenis hewan peliharaan yang paling mudah dipelihara?
ENTY;animal;What is the largest snake in the world ?;Apa ular terbesar di dunia?
ENTY;animal;What is the fastest fish in the world ?;Apa ikan tercepat di dunia?
ENTY;animal;In Hemingway 's  Old Man and the Sea ,  what kind of fish does the old man catch ?;Di Hemingway's Old Man and the Sea, jenis ikan apa yang ditangkap oleh orang tua itu?
ENTY;animal;What animal has killed the most people ?;Hewan apa yang paling banyak membunuh orang?
ENTY;animal;What 's the dumbest domesticated animal ?;Apa hewan peliharaan yang paling bodoh?
ENTY;animal;What animal was the heat-seeking missile called the Sidewinder named for ?;Binatang apa yang disebut sebagai rudal pencari panas yang dinamai Sidewinder?
ENTY;animal;What creature scares people in the film  Jaws  ?;Makhluk apa yang membuat orang takut pada film Jaws?
ENTY;animal;What was the name of Baretta 's cockatoo ?;Siapa nama kakatua Baretta?
ENTY;animal;What racehorse won an Associated Press poll as the greatest horse of the 20th century ?;Kuda pacuan apa yang memenangkan jajak pendapat Associated Press sebagai kuda terbesar abad ke-20?
ENTY;animal;Which came first , according to Genesis 1 : 2 : 22 - the chicken or the egg ?;Yang mana yang lebih dulu, menurut Kejadian 1: 2: 22 - ayam atau telur?
ENTY;animal;Name a flying mammal .;Sebutkan mamalia terbang.
ENTY;animal;Which mammal lives , breeds , eats , and sleeps underground ?;Mamalia yang hidup, berkembang biak, makan, dan tidur di bawah tanah?
ENTY;animal;What two animals are specifically mentioned as being in Noah 's Ark ?;Apa dua binatang yang secara khusus disebutkan berada di Bahtera Nuh?
ENTY;animal;What is Dudley Do-Right 's horse 's name ?;Siapa nama kuda Dudley Do-Right?
ENTY;animal;What type is a snail ?;Apa jenis siput?
ENTY;animal;What rabbit got its name because its ears resembled those of a jackass ?;Apa kelinci mendapatkan namanya karena telinganya menyerupai orang-orang bodoh?
ENTY;animal;Who were John F. Kennedy 's dogs ?;Siapa anjing John F. Kennedy?
ENTY;animal;What are the two largest birds on earth ?;Apa dua burung terbesar di dunia?
ENTY;animal;What animal received royal assent as an emblem of Canada on March 24 , 1975 ?;Hewan apa yang menerima persetujuan kerajaan sebagai lambang Kanada pada 24 Maret 1975?
ENTY;body;What carries sperm up into the pelvic region ?;Apa yang membawa sperma ke daerah panggul?
ENTY;body;What are the main blood vessels ?;Apa pembuluh darah utama?
ENTY;body;The corpus callosum is in what part of the body ?;Corpus callosum ada di bagian tubuh mana?
ENTY;body;What is the only gland in humans that can regenerate itself ?;Apa satu-satunya kelenjar pada manusia yang bisa beregenerasi sendiri?
ENTY;body;What is the softest part of the body ?;Apa bagian terlembut dari tubuh?
ENTY;body;Which ear can most people hear better with ?;Dengan telinga manakah kebanyakan orang dapat mendengar dengan lebih baik?
ENTY;body;Where is the human skin least sensitive ?;Di mana kulit manusia paling tidak sensitif?
ENTY;body;What part of your body contains the corpus callosum ?;Bagian mana dari tubuh Anda yang mengandung corpus callosum?
ENTY;body;Which leg does a cat move with its left front leg when walking - its left rear or right rear leg ?;Kaki mana yang digunakan kucing untuk bergerak dengan kaki depan kirinya saat berjalan - kaki belakang kiri atau kanan belakangnya?
ENTY;body;What is the weakest bone in the body ?;Apa tulang terlemah dalam tubuh?
ENTY;color;What colors make up a rainbow ?;Warna apa yang membentuk pelangi?
ENTY;color;What hair color can I use to just cover a little gray ?;Warna rambut apa yang bisa saya gunakan untuk menutupi sedikit uban?
ENTY;color;What color is most often used to symbolize truth ?;Warna apa yang paling sering digunakan untuk melambangkan kebenaran?
ENTY;color;What color were Ernest Hemingway 's eyes ?;Apa warna mata Ernest Hemingway?
ENTY;color;What color are a cherry tree 's flowers ?;Apa warna bunga pohon ceri?
ENTY;color;What three colors are on the French flag ?;Apa tiga warna pada bendera Prancis?
ENTY;color;What are the three secondary colors ?;Apa tiga warna sekunder?
ENTY;color;What color of dry wine should be served with veal roasts and chops ?;Apa warna anggur kering yang harus disajikan dengan daging sapi panggang dan daging?
ENTY;color;What is the predominant color of the Tab label ?;Apa warna dominan dari label Tab?
ENTY;color;What 's the most popular contact lens color ?;Apa warna lensa kontak paling populer?
ENTY;color;What color bottles do good Rhine wines come in ?;Botol warna apa yang menghasilkan anggur Rhine yang baik?
ENTY;color;What color eyes are most sensitive to light ?;Mata warna apa yang paling sensitif terhadap cahaya?
ENTY;color;What color are the castellated walls of the Kremlin ?;Apa warna tembok istana Kremlin?
ENTY;color;What color is an Arctic fox in winter ?;Apa warna rubah Kutub Utara di musim dingin?
ENTY;color;What is your favorite color ?;Apa warna kesukaanmu ?
