coarse,fine,english,indo
ENTY,color,What are Halloween 's colors ?,Apa warna Halloween?
NUM,count,How many Canadians emmigrate each year ?,Berapa banyak orang Kanada yang beremigrasi setiap tahun?
NUM,count,How many people are there in the world ?,Berapa banyak orang di dunia ini?
NUM,count,How many children does Ray Davies of the Kinks have ?,Berapa banyak anak yang dimiliki Ray Davies of the Kinks?
NUM,count,How many horses died during the civil war ?,Berapa banyak kuda yang mati dalam perang saudara?
NUM,count,How much energy is released when oxygen and hydrogen mix ?,Berapa banyak energi yang dilepaskan ketika oksigen dan hidrogen bercampur?
NUM,count,How many URL extensions are there ? and what are they ?,Ada berapa banyak ekstensi URL????dan apa mereka?
NUM,count,How many stations do you shoot from in the basketball game  Around the World  ?,Berapa banyak stasiun yang Anda potret dari dalam permainan bola basket Around the World?
NUM,count,How many CDs has Garth Brooks sold ?,Berapa banyak CD yang dijual oleh Garth Brooks?
NUM,count,How many square feet is Bill Gates ' home ?,Berapa kaki persegi rumah Bill Gates?
NUM,count,How many calories are in a tomato ?,Berapa banyak kalori dalam tomat?
NUM,count,How many hostages were killed in the Entebbe raid ?,Berapa banyak sandera yang terbunuh dalam serangan Entebbe?
NUM,count,How many revolutions does a standard LP make in three minutes ?,Berapa banyak putaran yang dilakukan LP standar dalam tiga menit?
NUM,count,"On average , how many miles are there to the moon ?","Rata-rata, ada berapa mil di sana ke bulan?"
NUM,count,How many South American countries have the letter Z in their names ?,Berapa banyak negara Amerika Selatan yang memiliki huruf Z dalam nama mereka?
NUM,count,How many people in America snore ?,Berapa banyak orang di Amerika yang mendengkur?
NUM,count,How many equal sides are there on a scalene triangle ?,Berapa banyak sisi yang sama yang ada pada segitiga tak sama panjang?
NUM,count,How many sonnets did Shakespeare write ?,Berapa banyak soneta yang ditulis Shakespeare?
LOC,country,What 's the fifth-largest country in the world ?,Apa negara terbesar kelima di dunia?
LOC,country,What country is the worlds leading supplier of cannabis ?,Negara apa yang merupakan pemasok ganja terkemuka dunia?
LOC,country,"What desert country borders Saudi Arabia , Iraq and the Persian Gulf ?","Negara gurun apa yang berbatasan dengan Arab Saudi, Irak dan Teluk Persia?"
LOC,country,What country is Mount Everest in ?,Di negara mana Gunung Everest berada?
LOC,country,Which country did Hitler rule ?,Negara mana yang dikuasai Hitler?
LOC,country,What country did King Gustav V reign over from 197 to 195 ?,Negara apa yang diperintah Raja Gustav V dari 197 hingga 195?
LOC,country,What two European countries entered the War of American Independence against the British ?,Apa dua negara Eropa yang mengikuti Perang Kemerdekaan Amerika melawan Inggris?
ENTY,cremat,What program do I need to run a .tbk file ?,Program apa yang saya perlukan untuk menjalankan file .tbk?
ENTY,cremat,What was Hitler 's favorite movie ?,Apa film favorit Hitler?
ENTY,cremat,On what T.V. show could Tom Terrific be found ?,Di acara TV apa Tom Terrific bisa ditemukan?
ENTY,cremat,What D.H. Lawrence novel was originally titled Tenderness ?,Apa novel DH Lawrence awalnya berjudul Tenderness?
ENTY,cremat,What are the shortest and the longest songs ever produced ?,Apa lagu terpendek dan terpanjang yang pernah diproduksi?
ENTY,cremat,What is the longest-running television series ?,Apa serial televisi yang paling lama berjalan?
ENTY,cremat,What did Shostakovich write for Rostropovich ?,Apa yang ditulis Shostakovich untuk Rostropovich?
ENTY,currency,What money was used by them ?,Uang apa yang digunakan oleh mereka?
NUM,date,When was the women 's suffrage amendment ratified ?,Kapan amandemen hak pilih perempuan disahkan?
NUM,date,When were the Olympic Games in which Nadia Comaneci became popular played ?,Kapan Olimpiade di mana Nadia Comaneci menjadi populer dimainkan?
NUM,date,What 's the first day of the week ?,Apa hari pertama dalam seminggu?
NUM,date,What year did Hitler die ?,Tahun berapa Hitler meninggal?
NUM,date,When did the art of quilting begin ?,Kapan seni merajut dimulai?
NUM,date,In what year did the Bounty mutiny happen ?,Pada tahun berapa pemberontakan Bounty terjadi?
NUM,date,What was the date of CNN 's first broadcast ?,Apa tanggal siaran pertama CNN?
NUM,date,What is Dick Clark 's birthday ?,Apa yang dimaksud dengan ulang tahun Dick Clark?
NUM,date,When was Beethoven born ?,Kapan Beethoven lahir?
NUM,date,In what year did Joe DiMaggio compile his 56-game hitting streak ?,Pada tahun berapa Joe DiMaggio mengkompilasi 56 pukulan beruntunnya?
DESC,def,What is a handheld PC ?,Apa itu PC genggam?
DESC,def,What is paracetamol ?,Apa itu parasetamol?
DESC,def,"What is the meaning of W.B. Yeat 's poem ,  The Three Hermits ? ","Apa arti dari puisi WB Yeat, The Three Hermits?"
DESC,def,What is saltpeter ?,Apa itu sendawa?
DESC,def,"What do the number 1 , 2 , and 4 mean on Dr. Pepper bottles ?","Apa arti angka 1, 2, dan 4 pada botol Dr. Pepper?"
DESC,def,What is a bourdon tube ?,Apa itu tabung bourdon?
DESC,def,What is God ?,Apa itu Tuhan?
DESC,def,What is Eagle 's syndrome styloid process ?,Apa itu proses styloid sindrom Eagle?
DESC,def,What is artificial intelligence ?,Apa itu kecerdasan buatan?
DESC,def,What is a courier ?,Apa itu kurir?
DESC,def,What is a gas release event ?,Apa itu acara pelepasan gas?
DESC,desc,What was unusual about Alexandra 's appearance in Josie and the Pussycats ?,Apa yang tidak biasa tentang penampilan Alexandra di Josie and the Pussycats?
DESC,desc,What 's the mystery of the Bermuda Triangle ?,Apa misteri Segitiga Bermuda?
DESC,desc,What is the history of  the toast  ?,Bagaimana sejarah roti bakar?
DESC,desc,What is the difference between a classical and an acoustic guitar ?,Apa perbedaan antara gitar klasik dan akustik?
DESC,desc,What is he doing now ?,Apa yang sedang dia lakukan sekarang?
DESC,desc,What do Christian Scientists believe in ?,Apa yang dipercaya oleh Para Ilmuwan Kristen?
DESC,desc,What are some interesting facts and information about dogsledding ?,Apa saja fakta dan informasi menarik tentang dogledding?
DESC,desc,What will happen when sodium is put in water ?,Apa yang akan terjadi ketika natrium dimasukkan ke dalam air?
DESC,desc,What happened to Moon Maiden ?,Apa yang terjadi dengan Moon Maiden?
DESC,desc,What steps can be taken to prevent diabetes ?,Langkah apa yang bisa diambil untuk mencegah diabetes?
DESC,desc,What happened to Phillip Taylor Kramer ?,Apa yang terjadi dengan Phillip Taylor Kramer?
HUM,desc,"Who is John Macarthur , 1767-1834 ?","Siapakah John Macarthur, 1767-1834?"
HUM,desc,Who was Confucius ?,Siapa itu Konfusius?
HUM,desc,Who is Peter Weir ?,Siapakah Peter Weir?
HUM,desc,Who is William Wordsworth ?,Siapakah William Wordsworth?
ENTY,dismed,What kind of poisoning is known as plumbism ?,Keracunan apa yang dikenal sebagai plumbism?
ENTY,dismed,What is a fear of punishment ?,Apa itu ketakutan akan hukuman?
ENTY,dismed,Which drug is commonly used to treat AIDS ?,Obat apa yang biasa digunakan untuk mengobati AIDS?
ENTY,dismed,What is a fear of shadows ?,Apa itu ketakutan akan bayangan?
ENTY,dismed,What is the most common kind of skin cancer in the U.S. ?,Apa jenis kanker kulit yang paling umum di AS?
ENTY,dismed,"What disease plagued Europe , Africa and Asia ?","Penyakit apa yang menjangkiti Eropa, Afrika dan Asia?"
NUM,dist,How far out is the universe ?,Seberapa jauh alam semesta?
NUM,dist,How far away is the moon ?,Seberapa jauh bulan?
NUM,dist,How far can a man travel in outer space ?,Seberapa jauh seseorang dapat bepergian di luar angkasa?
ENTY,event,What significant battle was fought in Belgium in 1815 ?,Pertempuran signifikan apa yang terjadi di Belgia pada tahun 1815?
ENTY,event,What was the name of the famous battle between Texas and Mexico ?,Apa nama pertempuran terkenal antara Texas dan Meksiko?
ENTY,event,What are some of the significant historical events of the 1990s ?,Apa saja peristiwa sejarah penting pada 1990-an?
ENTY,event,What war did the Potsdam Conference follow ?,Perang apa yang diikuti oleh Konferensi Potsdam?
ABBR,exp,"What do the letters D.C. stand for in Washington , D.C. ?","Apa artinya huruf-huruf DC di Washington, DC?"
ENTY,food,What foods contain vitamin B12 ?,Makanan apa yang mengandung vitamin B12?
ENTY,food,What soft drink would provide me with the biggest intake of caffeine ?,Minuman ringan apa yang akan memberi saya asupan kafein terbesar?
ENTY,food,Which soft drink does Madonna advertise for ?,Minuman ringan apa yang diiklankan oleh Madonna?
ENTY,food,What ice creams contain seaweed ?,Es krim apa yang mengandung rumput laut?
ENTY,food,What drink is the best thirst-quencher ?,Minuman apa yang paling memuaskan dahaga?
ENTY,food,What food did Marco Polo introduce into Italy from the court of Kubla Khan ?,Makanan apa yang diperkenalkan Marco Polo ke Italia dari istana Kubla Khan?
HUM,gr,Who made the first airplane that could fly ?,Siapa yang membuat pesawat terbang pertama yang bisa terbang?
HUM,gr,What organization is the Security Council a part of ?,Organisasi apa yang menjadi bagian dari Dewan Keamanan?
HUM,gr,What was called the world 's largest department store ?,Apa yang disebut department store terbesar di dunia?
HUM,gr,What 's Japan 's largest car manufacturer ?,Apa produsen mobil terbesar di Jepang?
HUM,gr,What U.S. Government agency registers trademarks ?,Apa agen Pemerintah AS yang mendaftarkan merek dagang?
HUM,gr,What was the name of Humphrey Bogart 's club in Casablanca ?,Apa nama klub Humphrey Bogart di Casablanca?
HUM,gr,What company is the largest Japanese ship builder ?,Perusahaan apa yang merupakan pembuat kapal Jepang terbesar?
HUM,gr,What college did Joe Namath play football for ?,Untuk perguruan tinggi apa Joe Namath bermain sepakbola?
HUM,gr,What are the three most successful companies of our time ?,Apa tiga perusahaan paling sukses di zaman kita?
HUM,ind,What dumb-but-loveable character did Maurice Gosfield play on The Phil Silvers Show ?,Karakter bodoh apa yang bisa dimainkan Maurice Gosfield di The Phil Silvers Show?
HUM,ind,What little boy and dog live in a shoe ?,Bocah dan anjing kecil apa yang hidup dalam sepatu?
HUM,ind,What Green Bay Packers coach philosophized :  There 's nothing that stokes the fire like hate  ?,Apa filosofi pelatih Green Bay Packers: Tidak ada yang menyalakan api seperti kebencian?
HUM,ind,Who was the author of the famous fairy tale  Snow White and Seven Dwarfs  ?,Siapa penulis dongeng terkenal Snow White dan Seven Dwarf?
HUM,ind,What American actress was the first to be called a  vamp  ?,Apa aktris Amerika yang pertama kali disebut vamp?
HUM,ind,Who does the advertizing for Frito-Lay ?,Siapa yang memasang iklan untuk Frito-Lay?
HUM,ind,What is the name of the Indian who became prime minister by beating Mrs. Gandhi in the 1977 election ?,Siapa nama orang India yang menjadi perdana menteri dengan mengalahkan Ny. Gandhi pada pemilihan 1977?
HUM,ind,Who was the Russian ambassador to Hungary during the 1956 uprising ?,Siapa duta besar Rusia untuk Hongaria selama pemberontakan 1956?
HUM,ind,Who declared :  I am down on whores and I shan 't stop ripping them  ?,Siapa yang menyatakan: Saya pelacur dan saya tidak akan berhenti merobeknya?
HUM,ind,Which two inventors invented Post-its ?,Dua penemu mana yang menemukan Post-its?
HUM,ind,Who was the first man to return to space ?,Siapa orang pertama yang kembali ke luar angkasa?
HUM,ind,What is the name of the managing director of Apricot Computer ?,Apa nama direktur pelaksana Apricot Computer?
HUM,ind,What diminutive American female gymnast stole the show at the 1984 Olympics ?,Pesenam perempuan Amerika kecil apa yang mencuri perhatian di Olimpiade 1984?
HUM,ind,Who was the first American in space ?,Siapa orang Amerika pertama di luar angkasa?
HUM,ind,"What TV character said ;  One of these days , Alice , pow , right in the kisser  ?","Apa kata karakter TV;???Suatu hari, Alice, pow, tepat di pencium?"
HUM,ind,Who 's won the most Oscars for costume design ?,Siapa yang paling banyak memenangkan Oscar untuk desain kostum?
HUM,ind,What Chilean president was killed in a 1973 coup d 'etat ?,Apa presiden Chili terbunuh dalam kudeta 1973?
HUM,ind,Saddam Hussein was compared to whom by President Bush ?,Saddam Hussein dibandingkan dengan siapa oleh Presiden Bush?
HUM,ind,What Soviet leader owned a Rolls-Royce ?,Pemimpin Soviet apa yang memiliki Rolls-Royce?
HUM,ind,What TV family sometimes buys eclairs from Nelson 's Bakery ?,Keluarga TV apa yang terkadang membeli kue sus dari Nelson's Bakery?
HUM,ind,What U.S. general was court-martialled for criticizing American air power ?,Apa jenderal AS yang diadili di pengadilan karena mengkritik kekuatan udara Amerika?
HUM,ind,What enigmatic U.S. vice president was once tried and acquitted for treason in a plot to set up his own independent empire in the West ?,Apa wakil presiden AS yang penuh teka-teki yang pernah diadili dan dibebaskan karena pengkhianatan dalam komplotan untuk mendirikan kerajaannya sendiri yang independen di Barat?
HUM,ind,Who was the first woman governor of Wyoming ?,Siapa gubernur wanita pertama di Wyoming?
HUM,ind,Who is the Prophet of Medina ?,Siapakah Nabi Madinah?
HUM,ind,Who are the two sons of Ozzie and Harriet Nelson ?,Siapakah dua putra Ozzie dan Harriet Nelson?
HUM,ind,Who founded the People 's Temple Commune ?,Siapa yang mendirikan Komune Kuil Rakyat?
HUM,ind,What son of a 15-year-old Mexican girl and a half-Irish father became the world 's most famous Greek ?,Apa putra seorang gadis Meksiko berusia 15 tahun dan ayah setengah Irlandia yang menjadi orang Yunani paling terkenal di dunia?
HUM,ind,Name Alvin 's brothers,Sebut nama saudara laki-laki Alvin
HUM,ind,Who is the mayor of Marbella ?,Siapa walikota Marbella?
ENTY,instru,What musical instrument did Prewitt play in James Jones 's From Here to Eternity ?,Alat musik apa yang dimainkan Prewitt dalam From Here to Eternity karya James Jones?
ENTY,lang,What is a language spoken by the Sioux ?,Apa bahasa yang digunakan oleh Sioux?
ENTY,lang,What are the languages spoken by the natives in Afghanistan ?,Bahasa apa yang digunakan oleh penduduk asli di Afghanistan?
ENTY,letter,What 's the second-most-used vowel in English ?,Apa vokal yang paling banyak digunakan kedua dalam bahasa Inggris?
DESC,manner,How do you make a paintball ?,Bagaimana Anda membuat paintball?
DESC,manner,How do I impress a guy ?,Bagaimana cara mengesankan pria?
DESC,manner,How can someone become a federal agent ?,Bagaimana seseorang bisa menjadi agen federal?
DESC,manner,How is Easter Sunday 's date determined ?,Bagaimana tanggal Minggu Paskah ditentukan?
DESC,manner,How did serfdom develop in and then leave Russia ?,Bagaimana perbudakan berkembang dan kemudian meninggalkan Rusia?
DESC,manner,How do I register a trade name in North Carolina ?,Bagaimana cara mendaftarkan nama dagang di North Carolina?
DESC,manner,How do you correctly say the word ` qigong ' ?,Bagaimana Anda mengucapkan kata 'qigong' dengan benar?
DESC,manner,How do I find info about rice importers in the world ?,Bagaimana saya menemukan info tentang importir beras di dunia?
DESC,manner,How do they find or choose witnesses to an execution ?,Bagaimana mereka menemukan atau memilih saksi untuk eksekusi?
DESC,manner,How does Zatanna perform her magic in DC comics ?,Bagaimana Zatanna melakukan sihirnya dalam komik DC?
DESC,manner,How does light travel through the void of space if there is no medium for it to ` wave ' or ` pulse ' .,Bagaimana cahaya melewati ruang kosong jika tidak ada media untuk 'gelombang' atau 'pulsa'.
NUM,money,What is average salary of restaurant manager in United States ?,Berapa gaji rata-rata manajer restoran di Amerika Serikat?
NUM,money,What is the current ticket fare from from Cairo to Barbados ?,Berapa tarif tiket pesawat dari Kairo ke Barbados?
NUM,money,What amount of money did the Philippine ex-dictator Marcos steal from the treasury ?,Berapa jumlah uang yang dicuri oleh mantan diktator Filipina Marcos dari perbendaharaan?
NUM,money,How much did the first Barbie doll sell for in 1959 ?,Berapa harga boneka Barbie pertama yang dijual pada tahun 1959?
NUM,money,How much did Lucy Van Pelt originally charge for psychiatric sessions ?,Berapa biaya awalnya Lucy Van Pelt untuk sesi psikiatris?
LOC,mount,What is the name of the tallest mountain in the world ?,Apa nama gunung tertinggi di dunia?
LOC,mount,What was the highest mountain on earth before Mount Everest was discovered ?,Apa gunung tertinggi di dunia sebelum Gunung Everest ditemukan?
LOC,mount,What is New England 's highest mountain ?,Apa gunung tertinggi New England?
NUM,ord,Where does the U.S. rank among world countries in area ?,Berapa peringkat AS di antara negara-negara dunia dalam bidang ini?
ENTY,other,What is the mascot for Notre Dame University ?,Apa maskot untuk Universitas Notre Dame?
ENTY,other,What did people use to freshen their breath before toothpaste ?,Apa yang digunakan orang untuk menyegarkan napas sebelum pasta gigi?
ENTY,other,What layer of the atmosphere contains most of the ozone layer ?,Lapisan atmosfer apa yang mengandung sebagian besar lapisan ozon?
ENTY,other,What does a phobophobe fear ?,Apa yang ditakuti oleh fobofob?
ENTY,other,What is the biggest  thing  humans have made ?,Apa hal terbesar yang dibuat manusia?
ENTY,other,What are the wolverine habits ?,Apa kebiasaan wolverine?
ENTY,other,What is April 's gemstone ?,Apa itu batu permata April?
LOC,other,What is the oldest website on the Internet ?,Apa situs web tertua di Internet?
LOC,other,What is the largest natural lake in Pennsylvania ?,Apa danau alami terbesar di Pennsylvania?
LOC,other,What 's the longest river in the world ?,Apa sungai terpanjang di dunia?
LOC,other,What body of water does the Danube River flow into ?,Perairan apa yang mengalir ke Sungai Danube?
LOC,other,What is the web address of the list of e-mail addresses of members of the House of Representatives ?,Apa alamat web dari daftar alamat email anggota DPR?
LOC,other,"Where can I find all the information I need to know about the English Civil War , 1642-1649 , ?","Di mana saya dapat menemukan semua informasi yang perlu saya ketahui tentang Perang Saudara Inggris, 1642-1649,?"
LOC,other,Where was Christopher Columbus born ?,Di mana Christopher Columbus lahir?
LOC,other,Where can I buy movies on videotape online ?,Di mana saya dapat membeli film dalam rekaman video online?
LOC,other,Where did the Maya people live ?,Di mana orang-orang Maya tinggal?
LOC,other,Where on the Internet can I get information about the Fifth Amendment on the American Bill of Rights ?,Di mana di Internet saya dapat memperoleh informasi tentang Amandemen Kelima tentang Undang-Undang Hak Asasi Manusia Amerika?
LOC,other,Where is the Kentucky Horse Park ?,Di mana Kentucky Horse Park?
LOC,other,What is Bill Gates of Microsoft E-mail address ?,Apa itu Bill Gates dari alamat email Microsoft?
LOC,other,"What sun-blasted , 14-mile wide valley is just north of the Mojave desert ?","Lembah apa yang terbakar matahari, selebar 14 mil di utara gurun Mojave?"
LOC,other,Where is the Danube ?,Di mana Danube itu?
LOC,other,Where can I get information about cystic fibrosis ?,Di mana saya bisa mendapatkan informasi tentang fibrosis kistik?
LOC,other,"Where does Buzz Aldrin want to build a permanent , manned space station ?",Di mana Buzz Aldrin ingin membangun stasiun ruang angkasa permanen dan berawak?
LOC,other,What 's the closest G2 Spectrum Yellow Dwarf to Earth ?,Apa Spektrum G2 Kuning Kurcaci terdekat dengan Bumi?
LOC,other,What is Answers.com 's address ?,Apa alamat Answers.com?
LOC,other,Where are the leading medical groups specializing in lung diseases ?,Di mana kelompok medis terkemuka yang berspesialisasi dalam penyakit paru-paru?
LOC,other,What ocean is the largest in the world ?,Samudra apa yang terbesar di dunia?
LOC,other,Where did Sarge Steel get his metal hand ?,Di mana Sarge Steel mendapatkan tangan besinya?
NUM,other,What is the frequency of VHF ?,Berapa frekuensi VHF?
NUM,other,What is the population of Ohio ?,Berapa populasi Ohio?
NUM,other,What 's the score of a forfeited baseball game ?,Berapa skor pertandingan baseball yang hangus?
NUM,perc,What percentage of the world 's plant and animal species can be found in the Amazon forests ?,Berapa persentase spesies tumbuhan dan hewan di dunia yang dapat ditemukan di hutan Amazon?
NUM,perc,What 's the percentage of children aged two through eleven who watch ` 'The Simpsons ' ?,Berapa persentase anak berusia dua hingga sebelas tahun yang menonton 'The Simpsons'?
NUM,perc,What percentage of Americans own their homes ?,Berapa persentase orang Amerika yang memiliki rumah mereka?
NUM,period,How old was Stevie Wonder when he signed with Motown Records ?,Berapa umur Stevie Wonder ketika dia menandatangani kontrak dengan Motown Records?
NUM,period,What is the average age of a member of the team that worked on the Manhatten Project ?,Berapa usia rata-rata anggota tim yang bekerja di Proyek Manhatten?
NUM,period,How old is Jeremy Piven ?,Berapa umur Jeremy Piven?
NUM,period,How long does it take light to reach the Earth from the Sun ?,Berapa lama cahaya untuk mencapai Bumi dari Matahari?
ENTY,plant,What kind of flowers does detective Nero Wolfe raise ?,Jenis bunga apa yang dibesarkan oleh detektif Nero Wolfe?
ENTY,plant,What are some colorful flowers that will bloom in the fall in New England ?,Apa saja bunga berwarna-warni yang akan mekar di musim gugur di New England?
ENTY,product,What are different products of petroleum ?,Apa perbedaan produk minyak bumi?
ENTY,product,What kind of car did Janis Joplin ask the Lord to buy her ?,Mobil seperti apa yang diminta Janis Joplin kepada Tuhan untuk membelikannya?
ENTY,product,What are different products of petroleum ?,Apa perbedaan produk minyak bumi?
ENTY,product,What does the Peugeot company manufacture ?,Apa yang dibuat perusahaan Peugeot?
DESC,reason,What caused the division between the Anglicans and the Vatican ?,Apa yang menyebabkan perpecahan antara Anglikan dan Vatikan?
DESC,reason,What causes pneumonia ?,Apa yang menyebabkan pneumonia?
DESC,reason,Why does a candle go out when we blow on it ?,Mengapa lilin padam saat kita meniupnya?
DESC,reason,"What are the factors leading to the high teen pregnancy rate in Spartanburg , South Carolina ?","Apa faktor yang menyebabkan tingginya angka kehamilan remaja di Spartanburg, South Carolina?"
DESC,reason,Give a reason for American Indians oftentimes dropping out of school .,Berikan alasan mengapa orang Indian Amerika sering putus sekolah.
DESC,reason,Why do people shake hands to show friendliness ?,Mengapa orang berjabat tangan untuk menunjukkan keramahan?
DESC,reason,Why does the sun shine only a short time in Alaska ?,Mengapa matahari bersinar hanya dalam waktu singkat di Alaska?
DESC,reason,Why are the U.S. presidential elections held in November ?,Mengapa pemilihan presiden AS diadakan pada bulan November?
DESC,reason,What causes the body to shiver in cold temperatures ?,Apa yang menyebabkan tubuh menggigil dalam suhu dingin?
DESC,reason,Why was the L.A. office of Shea and Gould closed ?,Mengapa kantor LA Shea dan Gould tutup?
DESC,reason,What caused the Titanic to sink ?,Apa yang menyebabkan Titanic tenggelam?
ENTY,religion,What religion has the most members ?,Agama apa yang memiliki pengikut terbanyak?
NUM,speed,How fast is light ?,Seberapa cepat cahaya?
ENTY,sport,"What card game has variations called Canfield , Klondike and Spider ?","Permainan kartu apa yang memiliki variasi yang disebut Canfield, Klondike dan Spider?"
ENTY,sport,"What kind of sports did they play in the years 1642-1649 , the English Civil War time ?","Jenis olahraga apa yang mereka mainkan pada tahun 1642-1649, waktu Perang Saudara Inggris?"
ENTY,sport,In what Olympic Games did Nadia Comaneci become popular ?,Dalam Olimpiade apa Nadia Comaneci menjadi populer?
ENTY,sport,What sport was the first televised in the U.S. ?,Olahraga apa yang pertama kali disiarkan televisi di AS?
LOC,state,In which state are the Mark Twain National Forests ?,Di negara bagian manakah Hutan Nasional Mark Twain?
LOC,state,What state is Niagara Falls located in ?,Di negara bagian apa Air Terjun Niagara berada?
LOC,state,What state has the most Indians ?,Negara bagian mana yang memiliki jumlah penduduk India terbanyak?
ENTY,substance,What fuel do airplanes use ?,Bahan bakar apa yang digunakan pesawat terbang?
ENTY,substance,What four elements make up 90 percent of the human body ?,Apa empat elemen yang membentuk 90 persen dari tubuh manusia?
ENTY,substance,What are the most common elements in the Earth 's crust ?,Apa elemen paling umum di kerak bumi?
ENTY,substance,What is a softball made of ?,Terbuat dari apa softball?
ENTY,symbol,What is the celtic symbol for  life  ?,Apa simbol celtic untuk hidup?
ENTY,symbol,What is the chemical symbol for nitrogen ?,Apa simbol kimia untuk nitrogen?
ENTY,techmeth,What does the method called  cold fusion  create ?,Apa metode yang disebut cold fusion?
ENTY,techmeth,What is the formula to calculate pi ?,Apa rumus untuk menghitung pi?
ENTY,techmeth,What is the best way to overcome a fear ?,Apa cara terbaik untuk mengatasi rasa takut?
NUM,temp,What is the temperature for baking Peachy Oat Muffins ?,Berapa suhu untuk memanggang Peachy Oat Muffins?
ENTY,termeq,What does Final Four refer to in the sports world ?,Apa yang disebut Final Four di dunia olahraga?
ENTY,termeq,Aspartame is also called what ?,Aspartam disebut juga apa?
ENTY,termeq,What 's a male witch called ?,Apa sebutan penyihir pria?
HUM,title,What does Larry King do for a living ?,Apa yang dilakukan Larry King untuk hidup?
HUM,title,What is the oldest profession ?,Apa profesi tertua?
HUM,title,What was Eduard Shevardnadze 's job in the Soviet Union ?,Apa pekerjaan Eduard Shevardnadze di Uni Soviet?
ENTY,veh,"What was the name of the American ship sunk by a mine in Havana harbor , causing the Spanish-American war ?","Apa nama kapal Amerika yang ditenggelamkan oleh sebuah tambang di pelabuhan Havana, yang menyebabkan perang Spanyol-Amerika?"
ENTY,veh,What is the name of the second space shuttle ?,Apa nama pesawat luar angkasa kedua?
NUM,volsize,How large is the Arctic refuge to preserve unique wildlife and wilderness value on Alaska 's north coast ?,Seberapa besar perlindungan Arktik untuk melestarikan nilai satwa liar dan hutan belantara yang unik di pantai utara Alaska?
NUM,volsize,What is the size of Argentina ?,Berapa ukuran Argentina?
NUM,weight,What is the approximate weight of a teaspoon of matter in a black hole ?,Berapa kira-kira berat satu sendok teh materi dalam lubang hitam?
NUM,weight,How many pounds are there in a stone ?,Berapa kilogram yang ada di batu?
ENTY,word,What is a word whose letters can be rearranged to form a different word ?,Apa kata yang hurufnya dapat disusun ulang untuk membentuk kata yang berbeda?
ENTY,word,What 's the international radio code word for the letter F ?,Apa kata kode radio internasional untuk huruf F?
ENTY,word,What were the five opening words on Ben Casey ?,Apa lima kata pembuka pada Ben Casey?
